Text,Created,Likes,Sentiment
"$M Macy’s Latest Format Gets a Second Site ☺ Opening in Plazas Across the Country ...lots of Growth 

David Moin

Wed., January 13, 2021, 2:44 p.m. EST

Market by Macy’s concept as “a community-driven destination for customers to shop, eat, drink, learn, relax, catch up with friends and so much more.”",2021-01-13T21:43:19Z,5393,{'basic': 'Bullish'}
Your daily News digest for Macys $M https://wsfriend.com/daily/news/M/2021-01-13/,2021-01-13T21:35:58Z,94,
@bababbk have $KSS and $M reported their holiday sales yet?,2021-01-13T21:21:56Z,10,
"Large Print $M Size: 405259 Price: 13.19 Time: 1600 Amount: $5,345,366.21",2021-01-13T21:00:04Z,105,
$M Straight Up Now Into the Close ☺,2021-01-13T20:56:24Z,5393,{'basic': 'Bullish'}
"$M love this! I got in at $10 and also put a call option for 12.50 to expire 1/29. Double whammy. 
Also sending awesome vibes to Annie, the positive vibes is amazing. Hail to the queen of $M",2021-01-13T20:43:06Z,255,{'basic': 'Bullish'}
$M Lots of Bears Starting to Cover....Let&#39;s Make em pay Much Higher Price ☺,2021-01-13T20:28:55Z,5393,{'basic': 'Bullish'}
"@Special_conference69 I asked my wife if she would move a couple of $M to my video game account so I could buy a couple hundred M shares to completely wipeout the shorts ability to cover, then sell back to them at 1 +,   she told me that 1M was enough fo my daily video games...what a B...",2021-01-13T20:28:30Z,91,{'basic': 'Bullish'}
$M Okay Right Here .....Let&#39;s Hit The $13.50s ☺,2021-01-13T20:23:53Z,5393,{'basic': 'Bullish'}
$M still think it can double from here,2021-01-13T19:58:12Z,233,
$M riding 1/15 $13Ps at 20¢ for the pullback.,2021-01-13T19:42:10Z,824,
$M ☺ $14-$15 Going to Come Quickly,2021-01-13T19:26:16Z,5393,{'basic': 'Bullish'}
"$M 300,000K Bear Shit Just Covered lol ☺",2021-01-13T19:19:55Z,5393,{'basic': 'Bullish'}
"Large Print $M Size: 300000 Price: 13.225 Time: 1419 Amount: $3,967,500.00",2021-01-13T19:19:14Z,114,
$M looking good looking good,2021-01-13T19:17:59Z,7539,{'basic': 'Bullish'}
$M where can you see that?,2021-01-13T19:14:45Z,20,
"@TheUtradeTeams I am actually in Jan,15 21 $13 call for $M.  I am a bit of a newbie in this - can you elaborate on &quot;However, still actionable&quot;?  Do you think there is a good to high probability that $M will hit $14+ by today or Wednesday?  Or possibly a run to $14.5+ by EOD Friday?",2021-01-12T09:31:06Z,3,
"$INVU - This is just a Forecast of my Own.

I will obtain the actual Forecasts when I have my meeting with the Financial Director.

2020 - $22m/Year - Standard Revenue 
2021 - $30m/Year - Standard CAGR Revenue 
2022 - $40m/Year - Standard CAGR Revenue 
2022 - $55m/Year - Standard  CAGR Revenue
2024 - $70m/Year - Standard CAGR Revenue 

= $217m / Year

+ 5 Years of Crypto Mining Revenue - $150m

= $367m / Year

+ Revenues from there own Crypto &quot;NDAU&quot;- $m
+ Acquisitions of Companies 
÷ Uplist to Nasdaq and Institutional Ownership 

= $Billion Dollar Business 💵",2021-01-12T07:21:27Z,7112,{'basic': 'Bullish'}
$M Lowkey I forgot about you sorry 😭 cya at 20 bucks🛀🚿🔌⚡💀⚰️,2021-01-12T07:21:23Z,798,{'basic': 'Bullish'}
"@DirtyPants1212 @Gb_Casanova2 

2020 - $22m/Year - Standard Revenue 
2021 - $30m/Year - Standard CAGR Revenue 
2022 - $40m/Year - Standard CAGR Revenue 
2022 - $55m/Year - Standard  CAGR Revenue
2024 - $70m/Year - Standard CAGR Revenue 

= $217m / Year

+ 5 Years of Crypto Mining Revenue - $150m

= $367m / Year

+ Revenues from there own Crypto &quot;NDAU&quot;- $m
+ Acquisitions of Companies 
÷ Uplist to Nasdaq and Institutional Ownership 

= $BN

I hope that answers your question",2021-01-12T07:18:49Z,7142,{'basic': 'Bullish'}
$M,2021-01-12T06:27:26Z,35,
Peak profit for the last 6 expired option alerts for $M 263.64| 125.00| 41.07| 14.75| 118.52| -95.16|,2021-01-12T04:10:07Z,276,
$M $14+ by end of the week,2021-01-12T03:26:33Z,3770,{'basic': 'Bullish'}
"SweepCast observed: $M Macy&#39;s Option Alert: Jan, 2022 $13 Puts Sweep 🐂 | Try https://sweepcast.com today! 😎 | #stocks #stockmarket #options #daytrading",2021-01-12T02:34:08Z,85,
"$M Plenty of time here, may have cut some ties too soon! However, still actionable.",2021-01-12T01:21:50Z,18,{'basic': 'Bullish'}
"$M  Jan 11    
= Daily stock market forecast =    
◆ Investment position    
=&gt; Neutral - Bullish    
◆ RSS feed. Stock forecast for the next 10 days    
http://feeds.feedburner.com/pretiming    
◆ Upper~Lower stock price band for the next 10 days    
Price: 12.10  ~ 14.70  
% Change: -3.67% ~ 17.02% 
◆ Today&#39;s Supply-Demand(S&amp;D) strength    
=&gt; Supply-Demand strength has changed from a strong selling flow to a suddenly strengthening buying flow.    
    
◆ Daily Supply-Demand(S&amp;D) strength Trend    
=&gt; In the midst of an upward trend of strong upward momentum price flow marked by the temporary falls and strong rises.",2021-01-12T00:53:24Z,17874,
$M UBS upgraded this trash from $3 to $6 lol!!,2021-01-12T00:45:54Z,98,
"Large Print $M Size: 126505 Price: 12.56 Time: 1720 Amount: $1,588,902.80",2021-01-11T22:20:50Z,114,
"$UVXY $M $WMT $NKE $SPX Nine Must Knowns heading into the trading week  
  
1. Breadth too strong   
2. put/call ratio composition  
3. Biden taxes  
4. economic soft patch  
5. Job losses  
6. Market bubbles   
7. Earnings   
8. Dow Theory  
9. Value Line  
https://www.finomgroup.com/a-good-start-to-2021-weekly-nifty-9/",2021-01-11T22:08:06Z,21240,
$UVXY $WMT $TGT $M $TWTR I love it knowing my money is growing in the golden cap portfolio !!!,2021-01-11T22:07:48Z,10405,
$UVXY $WMT $TGT $M $TWTR Love it when a plan comes together!,2021-01-11T21:55:48Z,21240,
$WMT TGT $M $UVXY $SPY finom group after hours donuts WMT,2021-01-11T21:43:55Z,21240,
Your daily News digest for Macys $M https://wsfriend.com/daily/news/M/2021-01-11/,2021-01-11T21:34:17Z,94,
"Large Print $M Size: 418410 Price: 12.56 Time: 1600 Amount: $5,255,229.60",2021-01-11T21:00:04Z,114,
($M) Found Momentum Gainer 10Minute.,2021-01-11T20:52:57Z,1,
$M Come on push through $13,2021-01-11T20:48:05Z,3187,{'basic': 'Bullish'}
"$M 7 Million New Customers Gained Since Q2 Q3 
We Might Be Over 10 Million Now Q4 Results Soon ☺",2021-01-11T19:05:45Z,5393,{'basic': 'Bullish'}
"$M closing almost 40 stores billions in debt , can’t adapt to e-commerce, bezos is screwing them. Tell me why it’s a recovery stock? Closing stores doesn’t necessarily mean reducing debt when ur losing hundreds of thousands of customers use ur heads people . Awful company been doing bad for a while",2021-01-11T18:48:55Z,269,{'basic': 'Bearish'}
$M Sorry @Annie5 I hope your stop loss is set.,2021-01-11T18:13:13Z,154,{'basic': 'Bearish'}
"$BBBY $M $BAC $UVXY $SPY reminder, know how to identify broad selling VS. consolidation.",2021-01-11T17:59:49Z,21240,
$M,2021-01-11T17:37:18Z,2685,{'basic': 'Bullish'}
$M Bearish on TTCF,2021-01-11T17:17:25Z,5393,
"$M out off business very shortly time ,alot stores r closing",2021-01-11T16:06:31Z,988,
"$M ☺ 
Jefferies &amp; Company Inc. have rated Macys with a Buy rating. The price target was set to 
$ 14.00. At a current price of $ 12.48 there is upside potential of 22.65%.",2021-01-11T15:44:51Z,5393,{'basic': 'Bullish'}
"$M Macy&#39;s CEO: $10 billion in sales are up for grabs
$6.51 Billion in Sales Expected for Macy&#39;s, Inc. (NYSE:M) This Quarter

    

Posted on Tuesday, January 5th, 2021 ",2021-01-11T15:37:29Z,5393,{'basic': 'Bullish'}
"$M 
Macy&#39;s Opening Many Stores in Plazas Across the Country 2021 ☺  Growth is Happening  https://c2c.macysinc.com/our-company-articles/innovation/beyond-the-boardroom-introducing-market-by-macy-s/",2021-01-11T15:35:49Z,5393,{'basic': 'Bullish'}
$M $WMT $KSS $UVXY $BBBY,2021-01-08T21:00:52Z,10405,
$M $WMT $KSS $UVXY small short on $BBBY from $19.20 worked with a cover $18.83 today (my risk discussed in trading room),2021-01-08T21:00:14Z,21240,
"Large Print $M Size: 440857 Price: 12.28 Time: 1600 Amount: $5,413,723.96",2021-01-08T21:00:03Z,114,
"$SPY wouldn&#39;t it depend on if stimulus, for the sake of discussion, is standalone or packaged with minimum wage raise, if so that could be more complicated, thoughts on that?   $amzn $MCD $m",2021-01-08T20:40:51Z,163,
"$M Looking at intraday 30 minute chart, divergence occurring, immediate $13.08 price target. On daily still active $16.18 which target with dragons head pattern. See you in the bounce trading amigos!🐾🦁🐾",2021-01-08T20:33:25Z,7590,{'basic': 'Bullish'}
$M let’s get close to $13,2021-01-08T20:19:57Z,3770,{'basic': 'Bullish'}
$M plan to exit around 23.48,2021-01-08T20:10:32Z,654,{'basic': 'Bullish'}
$M 12 close maybe market was way ahead of itself,2021-01-08T19:25:55Z,654,{'basic': 'Bullish'}
$M lets close $11,2021-01-08T19:05:39Z,98,
$M ouch was hoping to see 13.50 but still staying long term for this one,2021-01-08T18:57:56Z,255,{'basic': 'Bullish'}
$M haha. $11 close,2021-01-08T18:49:26Z,98,
$M sorry I took my profit when it was trading at $12.65,2021-01-08T18:48:55Z,98,
$M added here,2021-01-08T17:57:44Z,654,{'basic': 'Bullish'}
$M I see day traders taking profit.,2021-01-08T16:59:57Z,98,
$M Bullish,2021-01-08T16:54:55Z,675,{'basic': 'Bullish'}
$M where is this closing today?,2021-01-08T16:54:02Z,98,
$M Super Bulls Free to Run Her Up $13.50s Easy ☺,2021-01-08T16:03:33Z,5393,{'basic': 'Bullish'}
$M shorts and mms doing wood work.,2021-01-08T16:03:29Z,98,
"$M Macy&#39;s CEO: $10 billion in sales are up for grabs in 2021 ☺
https://c2c.macysinc.com/our-company-articles/innovation/beyond-the-boardroom-introducing-market-by-macy-s/",2021-01-08T16:00:21Z,5393,{'basic': 'Bullish'}
$M $12.75s Next ☺ then $13.50s,2021-01-08T15:54:04Z,5393,{'basic': 'Bullish'}
$M  Man&#39;s talking 13 😂😂😂NEVER GONNA HAPPEN you mean🚨 20?🚨,2021-01-08T15:52:14Z,798,
$M $13,2021-01-08T15:50:58Z,3770,{'basic': 'Bullish'}
$GNOG $WKHS $APXT $M,2021-01-08T15:49:56Z,798,{'basic': 'Bullish'}
$M they are closing stores and stock is up. Haha,2021-01-08T15:47:18Z,98,
$M it was a gift for me,2021-01-08T15:45:21Z,98,
$M haha my $12 calls up up,2021-01-08T15:44:31Z,98,
$M I bought 100 $12 calls for 15 cents,2021-01-08T15:42:50Z,98,
$M hey MMs and shorts your $12 puts is worthless. Haha,2021-01-08T15:40:01Z,98,
$M now it is impossible to go under $12,2021-01-08T15:32:16Z,98,
$M I have to close my 100 $12 calls today.,2021-01-08T15:28:17Z,98,
$M Shorties we tried to tell you. Now look at you...,2021-01-06T17:29:28Z,0,
$M live look at bear meat being cooked,2021-01-06T17:29:17Z,4,{'basic': 'Bullish'}
"$M 500,000 Fat Kat Buy Just Strolled in ☺",2021-01-06T17:29:01Z,5393,{'basic': 'Bullish'}
$M boss up,2021-01-06T17:28:50Z,7539,{'basic': 'Bullish'}
"Large Print $M Size: 500000 Price: 12.77 Time: 1228 Amount: $6,385,000.00",2021-01-06T17:28:24Z,114,
$M squeezeee to 13,2021-01-06T17:28:16Z,125,{'basic': 'Bullish'}
$M take a seat son,2021-01-06T17:28:08Z,3390,{'basic': 'Bullish'}
$M 😁😁😁,2021-01-06T17:27:50Z,406,
BYND on discount today $NVDA $M $MCD,2021-01-06T17:27:25Z,45,
$M 😉,2021-01-06T17:26:44Z,5393,{'basic': 'Bullish'}
$M Jan 8 $12.5 calls serving well here - possible $16-$18 run 💰💰💰🚀🚀🚀,2021-01-06T17:22:10Z,1105,{'basic': 'Bullish'}
$M free money for all ! Buy some socks buy some short shorts all at M,2021-01-06T17:17:59Z,25,
$M She&#39;s Free to Run $13s +++ Now ☺,2021-01-06T17:17:54Z,5393,{'basic': 'Bullish'}
$M Broke $12.50s ....   $13s Coming ☺,2021-01-06T17:10:48Z,5393,{'basic': 'Bullish'}
$M Bears Become ......Super Bulls ☺,2021-01-06T17:06:55Z,5393,{'basic': 'Bullish'}
"$M I Guess There&#39;s No Stopping Her Now ☺ 
$18+++ Soon Enough",2021-01-06T17:03:13Z,5393,{'basic': 'Bullish'}
$M I love the way Macy&#39;s has been trading. Purchased a lot of in the money calls which were very reasonable. Looking for some positive upside throughout the future. We&#39;ll probably take the stock. I also like $Coty which has been moving with Macy&#39;s. They will probably start the dividend again when this pandemic is over.,2021-01-06T16:58:47Z,892,{'basic': 'Bullish'}
$M holy moley 🙏👍👍🙏👍🙏👍🙏,2021-01-06T16:57:43Z,27,{'basic': 'Bullish'}
$M Macy&#39;s CEO: $10 billion in sales are up for grabs in 2021☺,2021-01-06T16:56:13Z,5393,{'basic': 'Bullish'}
$M 🚀🚀🚀🤑🤑🤑,2021-01-06T16:56:08Z,31,{'basic': 'Bullish'}
$M Macy&#39;s Opening New Stores Across the Country in Plazas Throughout 2021☺,2021-01-06T16:54:50Z,5393,{'basic': 'Bullish'}
$M NEW ARTICLE : Macy&#39;s is closing dozens of stores this year. Here&#39;s the full list https://www.stck.pro/news/M/10149706,2021-01-06T16:53:20Z,52,
$M squeezing,2021-01-06T16:52:26Z,5310,
$M Bear Covering Starting Soon ☺ Grab What You Can,2021-01-06T16:44:08Z,5393,{'basic': 'Bullish'}
"$M $12.50 looks to be in reach today. Go on girl, you can do it!",2021-01-06T16:43:37Z,1603,{'basic': 'Bullish'}
$M will this close above $12.70?,2021-01-06T16:43:23Z,3187,
$M Macy&#39;s call volume above normal and directionally bullish,2021-01-06T16:42:26Z,44112,
$M Now You Know What&#39;s Next ☺ $13s,2021-01-06T16:37:41Z,5393,{'basic': 'Bullish'}
$M biggest underdog in my portfolio. We all love the underdog,2021-01-06T16:35:05Z,7539,{'basic': 'Bullish'}
$M let’s go lol,2021-01-06T16:34:35Z,7539,
$PLTR $ET $M $FREL $COLL Dark pool large equity block trades from the 31st.,2021-01-04T07:54:47Z,173,
"$M Ladbrokes owner Entain receives $11 billion takeover offer from MGM 

https://newsfilter.io/a/1ceca58d57f2c500e0fefc155e74968b",2021-01-04T07:45:01Z,531,
"[4/8] Now, the worst performing stocks in the S&amp;P 500 for 2019 were: 1. ABIOMED $ABMD (-47.52%), 2. Macy&#39;s $M (-38.24%), 3. Occidental Petroleum $OXY (-28.22%), 4. Gap $GPS (-28.03%), 5. DXC Technology $DXC (-27.91%) #YearEndReview #MomentumVsValue",2021-01-04T04:08:32Z,68,
$FUBO $M $QS puts,2021-01-04T03:17:15Z,1132,{'basic': 'Bearish'}
$M - Next fiscal quarter end is on 31st of January 2021. Strong technical event triggered… https://www.macroaxis.com/invest/Pattern-Recognition/Upside-Gap-Two-Crows/M,2021-01-04T03:15:02Z,28,
$M mentioned here http://www.stocksequity.com/active-stocks/comprehensive-stock-analysis-macys-inc-nysems-e-p-s-strolling-at-12-12/,2021-01-04T01:46:04Z,5,
@Sj39731 wrong! I made 150% return on $M and planning on adding more.,2021-01-03T22:03:55Z,21,
Your daily News digest for Macys $M https://wsfriend.com/daily/news/M/2021-01-03/,2021-01-03T21:33:32Z,94,
$M - Next fiscal quarter end is on 31st of January 2021. https://www.macroaxis.com/valuation/M/Macys-Inc #stocks #earnings,2021-01-03T10:17:32Z,28,
$PLTR $ET $M $FREL $COLL Dark pool large equity block trades from the 31,2021-01-03T06:17:32Z,669,
$MVIS guys I’m new. Can anyone advise? Thinking about adding $SQ. also worried because I bought Tesla at the $715 peak. $AMPE $DIS $M,2021-01-03T05:58:10Z,3187,{'basic': 'Bullish'}
$M Expect a swing down but OK in the long (long) run.  Real Estate and Brand can last...hopefully will steer toward HIGH quality (we have TJ Maxx)  and customer experience post-covid.,2021-01-03T04:32:39Z,29,{'basic': 'Bearish'}
$M PT for next week? Anyone?,2021-01-03T00:16:28Z,28,{'basic': 'Bullish'}
Your daily News digest for Macys $M https://wsfriend.com/daily/news/M/2021-01-02/,2021-01-02T21:32:49Z,94,
"Over the past 6 months, Amazon has under-performed all the key apparel retailers. $AMZN $M… http://dlvr.it/RpnXP6",2021-01-02T19:54:33Z,10,
"$M Delusional, Macy&#39;s will not see $20 be lucky to stay above $10",2021-01-02T18:55:32Z,1952,
$M anyone else see a cup and handle forming on the 3 month chart?,2021-01-02T18:05:38Z,10,
$M may hop on here and grab up more shares if it hits $11 and below,2021-01-02T18:03:33Z,777,
$M like if you think Macy’s surges past $20?,2021-01-02T17:21:54Z,37037,{'basic': 'Bullish'}
$M short this pig.,2021-01-02T17:06:23Z,1132,{'basic': 'Bearish'}
$M if you think this stock is worth more than $1 have your head examined. you idiots must be kidding,2021-01-02T14:58:31Z,481,
$M I just hope I have time to get more before it doubles.,2021-01-02T13:43:21Z,82,{'basic': 'Bullish'}
"$M today I went to Macy’s, it only shows me what a crappy store this place has become.

Every store is a disorganized mess, they use old technology, and they barely have enough people on staff.

I’d short this, I don’t see this lasting for a while. Macy’s will go the way of JCPenney just watch.",2021-01-02T02:50:47Z,81,{'basic': 'Bearish'}
Your daily News digest for Macys $M https://wsfriend.com/daily/news/M/2021-01-01/,2021-01-01T21:33:13Z,94,
$M what a great decision it was the short this POS when I did ha ha Ha,2021-01-01T20:35:42Z,98,
$M Look at BNGO!,2021-01-01T20:17:46Z,5191,{'basic': 'Bullish'}
$M price to sales (P/S) is 80% higher than its last 4 quarters average of 0.1 but 40% lower than its 5-year quarterly average of 0.3: https://fullratio.com/stocks/nyse-m/macys,2021-01-01T18:24:00Z,1,
Accelerating growth: $M is expecting stronger growth in the upcoming 2 years than in the passed 5 years. https://www.chartmill.com/stock/analyzer/stock/M?view=fundamental-analysis&amp;key=e322271b-35a9-4cda-91f3-7c9072d1d51c&amp;utm_source=stocktwits&amp;utm_medium=FA&amp;utm_content=M&amp;utm_campaign=social_tracking,2021-01-01T18:14:00Z,32,
$M buy here,2021-01-01T15:00:00Z,0,{'basic': 'Bullish'}
"$M Macy’s, Inc.‘s shares owned by insiders remained 0.77%, whereas shares owned by institutional owners are 86.00%.",2021-01-01T08:45:37Z,973,{'basic': 'Bullish'}
$M Super Bulls Loading Up ☺ Fat Kats too,2020-12-30T15:32:01Z,5393,{'basic': 'Bullish'}
$M give me some 12&#39;s..,2020-12-30T15:28:20Z,125,
$M all of suddenly drops under $10 and you incurr massive loss.,2020-12-30T15:24:24Z,98,
$M fucking pog,2020-12-30T15:22:11Z,696,{'basic': 'Bullish'}
$M no blood. No bath,2020-12-30T15:21:40Z,2685,{'basic': 'Bullish'}
"$M gonna be a blood bath after this run, dont say I didn&#39;t warn you....",2020-12-30T15:20:45Z,269,
$M no drop,2020-12-30T15:18:55Z,2685,{'basic': 'Bullish'}
$M 11.60 coming today,2020-12-30T15:18:52Z,366,
$M massive drop coming. Move your money elsewhere.,2020-12-30T15:18:36Z,98,
$M break $12 and we are off to the races,2020-12-30T15:15:21Z,1603,{'basic': 'Bullish'}
$M Stomping Bear Azz All Day ☺ Move to $12.75 Area Coming Next,2020-12-30T15:14:59Z,5393,{'basic': 'Bullish'}
$M remember it was $6 few days ago. Take your profit or lose your gains. This is year end. Nothing stops going down.,2020-12-30T15:11:33Z,98,
$M Bears are trying too hard 🥱,2020-12-30T15:10:25Z,696,{'basic': 'Bullish'}
$M loaded up  call and stock volume is high let’s push past 12 with ease before lunch 📈📈📈,2020-12-30T15:10:06Z,134,{'basic': 'Bullish'}
$M it is heading to $10 get out,2020-12-30T15:08:56Z,98,
$M WASSUP YOURUBES!,2020-12-30T15:08:07Z,803,{'basic': 'Bullish'}
$M Bear trap 😂,2020-12-30T15:04:12Z,696,{'basic': 'Bullish'}
"$TSLA MAR 19, 800 calls $1.15M bull sweep
$TSLA DEC 31,700 calls fast money bulls
$BIDU DEC 31, 205 calls  swift bull flow
$M JAN 8, 12.5 calls  steady bullish
$AMAT JAN 15,90 calls   Machine gun fast bulls
$UBER FEB 19, 60 calls fast and furious money  
$UBER action on MAR 60 calls",2020-12-30T15:02:51Z,465,{'basic': 'Bullish'}
$M Going to 12.60,2020-12-30T15:01:26Z,696,{'basic': 'Bullish'}
"$M Low volume on retracements, looking bullish to me",2020-12-30T15:00:12Z,49,{'basic': 'Bullish'}
"$RBNW - Congrats if you held on to this alert I called almost 2 months ago.

Remember you have to think like a WHALE 🐳 to succeed in this game. If you don’t have much don’t put all your eggs into one basket so you have funds for other trades with closer catalysts as you wait for plays like this to mature.

RBNW specialize in designer shoes. As part of their move to capture a new audience base, they designed a new home ware collection including fluffy comfy slippers for all the stay at home work we will be doing due to the pandemic. 

They also shipped hundreds of designer face masks to discount retailers like ROSS and TJ MAXX.

This call was a buy and let it mature type of trade. Congrats if you held. Looks like they are starting to find it as  the move has just begun.

$M $TGT $JCP",2020-12-30T14:58:35Z,827,{'basic': 'Bullish'}
$M good bye $12 forever,2020-12-30T14:58:04Z,98,
$DDS #shortsqueeze 37% of float sold short. #XRT $M $JWN,2020-12-30T14:57:26Z,249,{'basic': 'Bullish'}
$M I see one if the retailer down $10,2020-12-30T14:56:37Z,98,
"$M Grab Your Shit &amp; Let&#39;s Goooooo Super Bulls 
$12.75 Coming ☺ then We Move $14-$15 Area",2020-12-30T14:56:24Z,5393,{'basic': 'Bullish'}
"$M at $11.87 - Buy Stock Pick Alert on December 30, 2020 at 9:35 AM ET #stocks",2020-12-30T14:55:08Z,6,{'basic': 'Bullish'}
$M MMs want $9.35,2020-12-30T14:55:06Z,98,
