Text,Created,Likes,Sentiment
"@AllEggsInEnergous learn how to DD . I will block you for not having common sense $JNSH  and $EVUS like peanut butter and jelly. You listening $PLUG , $TSLA  and $NIO ? $EVUS is coming after you. Little engine that could. Triple 0&#39;s average💪😎",2021-01-16T17:36:47Z,817,
$TSLA https://www.teslarati.com/tesla-millimeter-wave-radar-sensor/,2021-01-16T17:36:27Z,4855,
$TSLA https://electrek.co/2021/01/14/tesla-tsla-solar-power-inverter-launch/,2021-01-16T17:36:09Z,4855,
$TSLA https://electrek.co/2021/01/14/toyotas-greenwashing-leads-to-record-180m-fine-for-emissions-lies/,2021-01-16T17:35:47Z,4855,
$GM $TSLA $NIO $PLUG $SPY  we posted this alert on Instagram for all followers :) https://www.instagram.com/sellthedips,2021-01-16T17:35:13Z,0,{'basic': 'Bullish'}
"$TSLA this is how you &quot;REALLY&quot; play &quot;call option lottos&quot; the most intelligently. Remember, they are a &quot;lotto&quot; for a reason. You are not caring whether you lose your bet. However, if it is a THURSDAY and you see the situation I outlined developing on a stock which has options expiring the NEXT DAY, you have a &quot;higher&quot; statistical chance to HIT IT BIG! Doesn&#39;t work every time but these situation are what cause the &quot;HUGE POPS&quot; which pay INSANE on the cheapest calls. Go through some charts and see what I mean.....Good luck! Also, TSLA over blue line goes to 900+ most likely.....",2021-01-16T17:34:50Z,249,
$TSLA https://insideevs.com/features/465451/tesla-cybertruck-low-production-costs-give-edge/amp/,2021-01-16T17:34:30Z,4855,
$BTC.X $TSLA,2021-01-16T17:34:29Z,230,
$TSLA ,2021-01-16T17:34:05Z,4855,
$TSLA https://cleantechnica.com/2021/01/10/trump-proved-that-clean-energy-cant-be-beat/,2021-01-16T17:33:56Z,4855,
$TSLA check out stockteam on Telegram. We r going to purchase 100 shares of tsla Monday for 1k target.,2021-01-16T17:33:11Z,1,
"$TSLA 
https://www.wsj.com/articles/believe-in-tesla-then-why-arent-gm-ford-and-toyota-crashing-11610623762",2021-01-14T11:37:39Z,2937,{'basic': 'Bearish'}
"$TSLA is a good company but the fanboys are like BTC fanatics, you could never go for and against to talk about it... They get angry, defensive, block you if they feel challenged. Weak minds. Truly cult like. OFC this is not applied to everyone! Be mindful!",2021-01-14T11:37:32Z,317,
"$TSLA Just when everyone thinks it’s going to drop and it’s done for, it shoots up. Be on the look out today.",2021-01-14T11:35:46Z,5851,{'basic': 'Bullish'}
$TSLA &quot;back to 0&quot;,2021-01-14T11:35:23Z,95,{'basic': 'Bullish'}
"$TSLA  this bubble is about to pop imo.  On a technical basis, I don’t see the first potential support until around $650.",2021-01-14T11:33:18Z,5618,{'basic': 'Bearish'}
$LI $NIO $XPEV have better quality than $TSLA Audi BMW.,2021-01-14T11:32:54Z,6158,{'basic': 'Bullish'}
$TSLA &quot;Tesla confirmed to NHTSA that all units will inevitably fail given the memory device’s finite storage capacity.&quot;  Do they need to expand the recall?,2021-01-14T11:30:50Z,4060,{'basic': 'Bearish'}
$TSLA Surprise shortyyyy,2021-01-14T11:27:53Z,1599,{'basic': 'Bearish'}
"$TSLA &quot;No amount of arm-twisting could convince me to invest free money into electric-vehicle (EV) manufacturer Tesla &quot;
https://www.fool.com/investing/2021/01/14/3-popular-stocks-i-wouldnt-buy-with-free-money/?source=iedfolrf0000001",2021-01-14T11:27:38Z,1233,{'basic': 'Bearish'}
"$PSAC primed for a run, Faraday Futures patented tech is next level $CCIV $TSLA $ACTC",2021-01-14T11:27:38Z,546,{'basic': 'Bullish'}
"$TSLA adding  any dip 
Earning looking like a beat the bring this down it not for long 
Insider are adding not selling 
In q4 
The upside is massive",2021-01-14T11:27:24Z,18,{'basic': 'Bullish'}
"$TSLA ladies and gentlemen’s enjoy this moment and take pictures. You’ll never see Tesla back to 1 trillion market cap. Everywhere in the world car makers are surpassing Tesla in technology and numbers, this won’t be back at this price ever again!",2021-01-14T11:26:42Z,11,{'basic': 'Bearish'}
$tsla $nio $ACTC $cciv  He knows everything !!!!!!!!!!!,2021-01-14T11:26:31Z,270,{'basic': 'Bullish'}
$CCIV Everything under 30$ is a steal. This could be a 100$ stock and good complimante to $TSLA $NIO,2021-01-14T11:25:23Z,16938,{'basic': 'Bullish'}
all bears gangsta until $TSLA opens green,2021-01-14T11:25:20Z,18,{'basic': 'Bullish'}
"$TSLA German carmakers outpace Tesla with electrified vehicle surge!
https://www.ft.com/content/13600422-2e8b-4701-8287-f11fc9b81336",2021-01-14T11:24:53Z,1232,{'basic': 'Bearish'}
$TSLA with the recalls they are fkd now. That’s more cars of those models than they produced in the last 2 years. This should go down from here back to 400$ soon...,2021-01-14T11:24:41Z,11,{'basic': 'Bearish'}
"$TSLA despite the rumors on this feed that the recall isn&#39;t a safety issue, the US government thinks otherwise: &quot;The Office of Defects Investigation unit of the agency determined that the failure of the media control unit is a safety issue since functions like the backup camera and defogging and defrosting setting controls stop working as well as audible chimes, which are used when the turn signal indicator is activated and to alert drivers while the vehicle’s Autopilot advanced driver assistance system is engaged. Reports of the MCUs suddenly failing have been a topic for years in Tesla forums.&quot;",2021-01-14T11:24:23Z,4060,{'basic': 'Bearish'}
$TSLA good morning to my bank 👏🏻👏🏻👏🏻,2021-01-14T11:23:31Z,386,{'basic': 'Bearish'}
"Tesla $TSLA Stock Price Slips as Regulators Ask For Recall of 158,000 Vehicles https://www.streetinsider.com/Corporate+News/Tesla+(TSLA)+Stock+Price+Slips+as+Regulators+Ask+For+Recall+of+158,000+Vehicles/17821707.html",2021-01-14T11:23:09Z,5,
"$IDEX Nicely represented in the EV sector with their niche market products and services: 
- Proven wireless EV charging technology (WAVE) 
- Electric bike (TREELETRIK) 
- Climate Smart Electric Tractors (SOLECTRAC) 
 
$TSLA $NIO $RIDE $RMO",2021-01-14T11:22:49Z,10,{'basic': 'Bullish'}
$IDEX double digit soon ..only stock buying now $NIO $NGA $CCIV $TSLA,2021-01-14T11:22:41Z,688,{'basic': 'Bullish'}
$TSLA  Bulls during yesterday’s trap before closure:,2021-01-14T11:21:28Z,1058,{'basic': 'Bearish'}
$XPEV I wonder who&#39;ll be the first to add this parallel parking solution as an option; Xpeng $NIO or $TSLA,2021-01-14T11:21:06Z,2902,{'basic': 'Bullish'}
"$TSLA It&#39;s crazy to see how people still don&#39;t value the company for what it is. On the verge of launching solarcity that will compete with the $800B utilities market. Star link is almost complete with over 955 satellites in orbit and already selling it to multiple countries. Completely changing the internet. This man&#39;s an innovator but yet bear&#39;s want to short it just to short it lmao. Try taking the money away from the only man that&#39;s trying to save the planet and see how far that goes. Sustainable businesses create sustainable growth, he happens to have them in multiple sectors. No other company competes in the amount disruption he creates. 

https://youtu.be/c9RtNzrj4IM",2021-01-14T11:21:04Z,33,{'basic': 'Bullish'}
"$TSLA Tesla Seeks FCC Approval For New Radar Sensor 
https://www.benzinga.com/node/19155577",2021-01-14T11:20:41Z,7,
$TSLA This isn’t selling off based on the recall news. Bears gona get burned again. I am going back to sleep. Wake me up at 930.,2021-01-14T11:20:25Z,236,{'basic': 'Bullish'}
$TSLA $695 is the number to watch,2021-01-14T11:19:55Z,1058,
$TSLA not to mention names but there&#39;s a very desperate poster on this feed that is starting to sound like a broken record. 😂,2021-01-14T11:19:49Z,4060,
$TSLA what time does Biden stimulus Come today?,2021-01-14T11:19:24Z,25,{'basic': 'Bullish'}
$TSLA 700s,2021-01-12T11:15:08Z,36,{'basic': 'Bearish'}
$TSLA $AAPL $MCD $CPRT,2021-01-12T11:14:40Z,465,{'basic': 'Bullish'}
".... 👎 ... said no one ever ... lower, not higher ... $tsla",2021-01-12T11:14:33Z,4059,{'basic': 'Bearish'}
$TSLA elon for office put him in there,2021-01-12T11:14:22Z,12384,{'basic': 'Bullish'}
$TSLA GENE MUNSTER SAYING TOO MUCH COMPETITION FIR TSLA.. INCLUDING AAPL BASICALLY DOWNGRADING,2021-01-12T11:14:03Z,1,{'basic': 'Bearish'}
"$TSLA not a bad time to start buying put leaps IMO, good company, but obviously doesn’t belong in top five market cap group yet.",2021-01-12T11:13:51Z,13774,{'basic': 'Bearish'}
"$TSLA https://www.tradingview.com/x/PYoNdFgK be cautious today, after the clear break of 826 fib line, don&#39;t get caught buying in on a green pre market, I still have confidence we will see 745 or lower before a reversal. GLTA!",2021-01-12T11:13:40Z,11,{'basic': 'Bullish'}
"$BTC-X everyone should be happy. Market looks like it’s gonna open green. Gold and silver up, and the shitty dollar is trying to stabilize $SPY $TSLA",2021-01-12T11:12:25Z,1040,
$TSLA is this guy bullish or bearish I can’t tell lmao @COBS_Trader,2021-01-12T11:11:56Z,681,{'basic': 'Bullish'}
$TSLA 780 is 200EMA on 30-1 hour time frames 😐,2021-01-12T11:11:38Z,465,{'basic': 'Bullish'}
$TSLA GENE MUNSTER BASICALLY DOWNGRADING TSLA,2021-01-12T11:11:25Z,1,{'basic': 'Bearish'}
$tsla implosion  now $829.55,2021-01-12T11:11:24Z,4059,{'basic': 'Bearish'}
"$TSLA Wait for the bounce, short it, cover with profit, repeat.",2021-01-12T11:11:01Z,7140,{'basic': 'Bearish'}
$TSLA “300 EOW” said every shirt who lost money LY on tsla,2021-01-12T11:10:47Z,530,
"$TSLA why do you guys think lithium-ion battery packs will save the world? Elon is so focused on trying to make it seem like he is saving the world, the ironic part is his project focus is completely wrong on that aspect",2021-01-12T11:10:32Z,20643,
$TSLA 😳🧐🤕,2021-01-12T11:10:22Z,472,{'basic': 'Bullish'}
$TSLA  touch 850 before it drop to 600 ? Bear said .,2021-01-12T11:09:47Z,1380,{'basic': 'Bullish'}
"SmartOptions® Unusual Activity Alert
(Delayed)

$TSLA $670 Calls
01/15/2021 Exp

Trade Volume: 199 Contracts

$3,731,250 was traded now.

Current Stock Price: $855.09

Trade Type: Sweep

Follow the Money &amp; Trade Options with Our SmartOptions® Artificial Intelligence.
https://www.smartoptions.ai",2021-01-12T11:09:34Z,150,{'basic': 'Bullish'}
$TSLA I drank a bottle of pop.,2021-01-12T11:09:30Z,286,
$TSLA THIS IS A DOWN DAY FOR TSLA AS MKT DECLINES WITH IMPEACHMENT AND BIDEN FISCAL. $750 DSY END,2021-01-12T11:09:21Z,1,{'basic': 'Bearish'}
$TSLA cute that bears still exist here. When will they realize these little corrections are healthy and every other stock has them lol,2021-01-12T11:09:09Z,530,
$BTC.X $tsla Beaver Bears be like.....,2021-01-12T11:08:59Z,1040,
$TSLA $BAC  because something is coming.??,2021-01-12T11:08:26Z,1798,
$TSLA 🤦🏽‍♂️,2021-01-12T11:08:11Z,3854,
$TSLA come on,2021-01-12T11:08:11Z,138,{'basic': 'Bullish'}
"$TSLA &quot;But Tesla always goes up, even with a RSI of 84 and a delusional crazy MACD, and 11 green days in a row&quot;, they said...",2021-01-12T11:08:07Z,338,{'basic': 'Bearish'}
"@Bakeface spammer  ... makes zero difference  ... fact is you and most don&#39;t use $BTC.X      $tsla   .... get with it bulls ... post smart, not stupid.",2021-01-12T11:07:53Z,4054,{'basic': 'Bearish'}
$BTC.X $TSLA Talk about Pessimism at its finest,2021-01-12T11:07:21Z,1040,
$TSLA and NIO. Best investments right now.,2021-01-12T11:06:25Z,37,
"$TSLA Please buy all the shares you can pre-market, the higher it goes, the more violent it&#39;ll go down",2021-01-12T11:06:17Z,338,{'basic': 'Bearish'}
$NIO $TSLA,2021-01-08T21:02:36Z,1605,{'basic': 'Bullish'}
$TSLA when is Tesla splitting before month end ?,2021-01-08T21:02:35Z,22211,
$VALE the 🔥ev market $NIO $TSLA demands battires. Added options here.,2021-01-08T21:02:35Z,3389,{'basic': 'Bullish'}
"$TSLA god bless it 
$500c 3/2021 from $6400 to $39,200 
$NIO $BLNK $IDEX",2021-01-08T21:02:32Z,82,
"$TSLA imo the madness with TSLA is that general retail actually believes it will hit 10k soon. Friends I know who knows little about investing been incessantly telling me why that is, willing to sell their investment home to take bigger stake even at this level, and refers me to youtubers selling this with graphs of future growth. Buying into this dream, uninformed Retails longs are buying it up and not selling, firmly believing it will be 10k stock. Any dips just encourages them to buy more. Future Growth of company is true, but doesn’t mean future growth of stock is at this valuation but that seem to land on deaf ears. I thought this was just my few uninformed friends but apparently it’s more wide spread. FOMO is real and I think it’s getting dangerous for many who going all in at this valuation. I really do hope it keeps running for everyone’s sake. Protect and Hedge your investment going forward maybe. To the Mars!!",2021-01-08T21:02:32Z,1574,
$TSLA,2021-01-08T21:02:31Z,1022,{'basic': 'Bullish'}
$TSLA ok the horse is unleash. Let&#39;s wild run to $900 please!,2021-01-08T21:02:31Z,1712,
"$TSLA Enjoy your weekends all, TSLA keeps trading fun. Gonna be a fun year",2021-01-08T21:02:25Z,508,
$TSLA uh wow 😯,2021-01-08T21:02:23Z,1246,
"$TSLA probably gaps up to 913, then goes to 950 , again think like an idiot, trade like an idiot, I was totally wrong today, they paid those $800 calls, crazy",2021-01-08T21:02:19Z,25286,
$TSLA I just want to personally thank all the bears today. Send me your Venmo I’ll buy you some tissue and painkillers 🤣🤣🤣📈📈📈📈📈📈🤑🐻🤡,2021-01-08T21:02:18Z,5120,{'basic': 'Bullish'}
$TSLA just parted ways with the rest of my share at 884.  Hope I don’t regret it next week haha.  Will be back.  What a run.,2021-01-08T21:02:11Z,3171,
$TSLA One word for all the BEARS....DECIMATED!!! 😁😁😁😂😂😂😂,2021-01-08T21:02:11Z,2795,{'basic': 'Bullish'}
$TSLA Do we have any new Short bagholders today?,2021-01-08T21:02:10Z,40866,{'basic': 'Bullish'}
"$TSLA went to $2700 2020 did a 5|1 split and dipped from $475 down to $300 and now is closing above $800 today. Fucking WOW. 
What the fuck is a BEAR to a TESLA?",2021-01-08T21:02:07Z,251,
$TSLA See you at $800 a share Monday 💯💯💯💯,2021-01-08T21:02:06Z,48365,
$TSLA  s&amp;p 500 funds are at 200$ profit  per share .. do they start taking some profit next week ??,2021-01-08T21:02:05Z,476,
$TSLA is going to be the most valuable company on Earth,2021-01-08T21:02:05Z,1239,{'basic': 'Bullish'}
"$TSLA My credibility is ruined, I’m a Tesla bear but y’all bulls don’t stop. This will be bigger than anything it seems like. Nothing matters about cars. We just want to make Elon richer.",2021-01-08T21:02:04Z,6322,{'basic': 'Bearish'}
$TSLA Give me a pullback.,2021-01-08T21:02:02Z,12421,
$TSLA first time I felt bad for a bear. They legit got fucked so hard this week,2021-01-08T21:02:01Z,17,{'basic': 'Bullish'}
"$TSLA Sweet, innocent, cute and cuddly baby Jesus that was some run this week! Enjoy your weekend fellow longs!!!!! 🍻",2021-01-08T21:02:01Z,1285,{'basic': 'Bullish'}
$TSLA ATH AH 🤣🤣🤣🤣,2021-01-08T21:02:00Z,5150,
$TSLA Cat Vibing time,2021-01-08T21:02:00Z,1381,{'basic': 'Bullish'}
"$TSLA Now tell me what will bring this down in AH.

Musk $900 today please 
$950 Monday 
$1000 Tuesday",2021-01-08T21:01:59Z,814,
$TSLA Bulls this week,2021-01-08T21:01:56Z,485,{'basic': 'Bullish'}
$TSLA where&#39;s that dude who said he&#39;d venmo 10 bucks to everyone if it hit 880 by the end of regular hours?? 🤣🤣🤣,2021-01-08T21:01:50Z,622,{'basic': 'Bullish'}
$TSLA HAHAHA,2021-01-08T21:01:48Z,384,{'basic': 'Bullish'}
$TSLA still going in AH I see.,2021-01-08T21:01:47Z,1020,{'basic': 'Bullish'}
$TSLA these MM are n a zi s,2021-01-08T21:01:46Z,53,
"$TSLA $1,000 this year.",2021-01-06T17:30:08Z,9297,{'basic': 'Bullish'}
$TSLA 5% days are soooooo,2021-01-06T17:29:55Z,6,{'basic': 'Bullish'}
"$TSLA money pyramid first, electric car company second.",2021-01-06T17:29:33Z,228,
$TSLA Did you listen? 😄,2021-01-06T17:29:30Z,4610,
$TSLA As usual on loop. Betting against the guy that is trying to save the Earth and get the Fck off at the same time...No chart required.,2021-01-06T17:29:14Z,1022,{'basic': 'Bullish'}
$TSLA good entry for long position?,2021-01-06T17:29:11Z,1,{'basic': 'Bullish'}
$TSLA  Morgan Stanley itself  downgraded to neutral meanwhile same kid that was a bear changed his tune made some price action and people just jumped all over it with no mention of the average price point of everyone else ... it’s a joke,2021-01-06T17:29:07Z,1207,{'basic': 'Bearish'}
$TSLA Give me a dip to 765-60,2021-01-06T17:29:04Z,1872,
$TSLA,2021-01-06T17:28:58Z,1146,{'basic': 'Bullish'}
"$SPY $QQQ $TSLA If you think current valuations are rational, then the irrationality of the crash last March and the huge correction at the end of 2018 should scare you.  Clearly they weren&#39;t warranted.

If you think those 2 corrections were warranted, then the irrationality of current valuations should scare you.  Clearly stocks aren&#39;t worth this much.

The fact of the matter is that these big market movements contradict each other, and we&#39;re all just gambling at this time, institutions and experts included... Unless, of course, they&#39;re manipulating...",2021-01-06T17:28:56Z,885,
"$ALYI $TSLA $NIO $ARKK $MS 
We are heading to $10.
 ALYI Announces Opening Pre-Order Opportunity for First 200 Retro ReVolt Electric Motorcycleshttps://finance.yahoo.com/news/alyi-announces-opening-pre-order-194900712.html",2021-01-06T17:28:28Z,11,{'basic': 'Bullish'}
"$TSLA Trumps speech is so all over the place, the audience are like... What did I come all this way for?",2021-01-06T17:28:27Z,5104,
$TSLA these two (2) guys combined are worth 9 figures (Dave Lee + Emmet Peppers): https://youtu.be/F-ebjnQ0blU,2021-01-06T17:28:20Z,16761,{'basic': 'Bullish'}
"$PLTR TSLA’s real price should probably be lower, yes, but it has momentum and retard strength because every kid loves it and throws money at it. Never doubt a stocks retard strength, unless you’re a short seller and want to lose like they all have. Tesla shorts have lost the most in history. That’s why Elon literally sold “short shorts,” as a fuck you to everyone who literally bet against him by shorting his stock. Also, his models are as follows:
Model S
Model 3
Model X
Model Y

Aka, “sexy,” as another “fuck you, I can do whatever I want” to everyone. He also dropped his cars price to $69,420 as another fuck you a few months $TSLA",2021-01-06T17:28:12Z,33243,{'basic': 'Bullish'}
"$TSLA just avoid maxing your margins please. Thing is for those who done this a very long time....know if you can avoid market crashes your path to retirement is sped up big time. Just be sure to protect your gains. To me nobody on board just a True long only or would not even bother posting here daily. 

Side note 773 acting like resistance may be top for day we will see if can break for another little mad rush",2021-01-06T17:28:10Z,15351,
$TSLA There has to be another offering coming at these ridiculous prices,2021-01-06T17:28:09Z,7298,
$TSLA unstoppable  might hit $1k later,2021-01-06T17:27:48Z,1809,
$TSLA will this ever dip? I want to buy more shares 😫,2021-01-06T17:27:32Z,1053,
"$TSLA --&gt; https://cnb.cx/3ojRb4c 

Tesla – The electric automaker’s stock jumped more than 4% amid broad strength in the renewable energy space. The company also got a bullish call from Morgan Stanley, with the firm raising its target on the stock to a Street high of $810",2021-01-06T17:27:16Z,9075,
$TSLA 1 of the best gambling stock ever!,2021-01-06T17:27:10Z,105,
"$TSLA I see $2,875/share by next Tuesday!!",2021-01-06T17:26:58Z,291,
$TSLA Next earnings Feb 3rd 2021. Hold on to it,2021-01-06T17:26:54Z,1982,{'basic': 'Bullish'}
$ALYI  BOOOOOMM #MORGANSTANLEY #MONEY #OTC #EV 🚀🚀🚀💸💸💸🤑🤑🤑 Other PR MENTIONED $TSLA AND #ELONMUSK.  🤑🤑🤑  GO FOR .10-.25 GOOOO,2021-01-06T17:26:48Z,3247,{'basic': 'Bullish'}
"$SNDL if each of 50k bagging a nice $200k or $300k at year end it is just much better than your $10k profit this week. Again it’s a mind game.. make it sense like $TSLA. 
Easier to make $.60 to $60 — than $700 to $1500.",2021-01-06T17:26:44Z,95,{'basic': 'Bullish'}
$TSLA Its no longer about tsla. Its about SPY index. Pump it up.,2021-01-06T17:26:41Z,297,
"Hi guys 👋 

I hope you followed my calls on $tsla $800 last week, and $SESN stock, and $ONTX  and $NIO. Easy money

Next up $CBAT",2021-01-06T17:26:38Z,29,{'basic': 'Bullish'}
$TSLA who is buying weekly puts here?,2021-01-06T17:26:31Z,8219,
$TSLA BOOOOOOOOOOOM HERE COMES THE BEARS RUN YOU BULLS,2021-01-06T17:26:30Z,61,{'basic': 'Bearish'}
$CLSK Will be the best stock of the year. $100/sh. Tiny float. Microgrids &amp; energy efficient Bitcoin mining. Cannabis is next. Patent portfolio is invaluable to $TSLA,2021-01-06T17:26:30Z,1077,{'basic': 'Bullish'}
"$TSLA https://cnb.cx/3ojRb4c 

Tesla – The electric automaker’s stock jumped more than 4% amid broad strength in the renewable energy space. The company also got a bullish call from Morgan Stanley, with the firm raising its target on the stock to a Street high of $810",2021-01-06T17:26:26Z,9075,
"$TSLA u bears lost 38 billion $ last year only with Tesla, u will never win and u will spend your whole life trying to win against tesla, u will never succeed! ELON AND TESLA ARE THE KINGS, LONG LIVE THE KINGS! 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀",2021-01-04T08:56:44Z,3117,{'basic': 'Bullish'}
$TSLA,2021-01-04T08:56:42Z,28771,
"$DOGE.X Elon...handle your coin, bro. 

$TSLA",2021-01-04T08:55:57Z,10502,{'basic': 'Bullish'}
"$TSLA These guys will be mad as fuck when Tesla rises today, tesla is the future fuck you and your bear tactic, u are just trying to make money by betting against tesla, the greatest. Elon is the King, long live the king! 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀",2021-01-04T08:54:44Z,3117,{'basic': 'Bullish'}
"SmartOptions® Unusual Activity Alert
(Delayed)

$TSLA $650 Calls
12/31/2020 Exp

Trade Volume: 300 Contracts

$1,050,000 was traded now.

Current Stock Price: $684.26

Trade Type: Sweep

Follow the Money &amp; Trade Options with Our SmartOptions® Artificial Intelligence.
https://www.smartoptions.ai",2021-01-04T08:50:58Z,0,{'basic': 'Bullish'}
"$TSLA 10 minutes and we shall see, got $670 puts expiring Friday that need a dip",2021-01-04T08:50:57Z,1718,{'basic': 'Bullish'}
"$TSLA for folks looking at German prices, you do realize that Germany was open half a day on the 30th and closed on the 31st... so Germany is catching up with the US. TSLA US is barely up 0.5% premarket...",2021-01-04T08:48:13Z,16,{'basic': 'Bearish'}
"$TSLA If this is true, back up the truck!  I’m loading up!",2021-01-04T08:47:24Z,893,{'basic': 'Bullish'}
$TSLA profit taking will happen,2021-01-04T08:45:40Z,941,{'basic': 'Bearish'}
$TSLA 4am 🙃,2021-01-04T08:43:18Z,164,{'basic': 'Bearish'}
$TSLA  all you guys kniw that if at this time ther isnt +10 wont be a bullish day...so at 4am most probably start the massive selling off,2021-01-04T08:43:02Z,1508,{'basic': 'Bearish'}
$TSLA $705.50 Germany,2021-01-04T08:42:03Z,1635,{'basic': 'Bullish'}
$TSLA Come on. Push! You can do it. Pump the bubble harder !!!,2021-01-04T08:39:53Z,895,{'basic': 'Bullish'}
$BTC.X  $TSLA $NIO,2021-01-04T08:38:11Z,12396,{'basic': 'Bearish'}
@DavidHasselholf It doesn’t even matter because Q4 record deliveries will drive $tsla up and the market looks like it’s gonna open extra green so honestly good luck to you,2021-01-04T08:34:39Z,9699,{'basic': 'Bullish'}
$TSLA  congrat if u trade in germany😆😆💩💩💩,2021-01-04T08:33:58Z,1508,
"$TSLA suck it shorties, get karma for wishing bad to the greatest American company",2021-01-04T08:31:23Z,1251,{'basic': 'Bullish'}
$TSLA $708.07 in Frankfurt.,2021-01-04T08:30:29Z,1270,{'basic': 'Bullish'}
$TSLA German Market +5%,2021-01-04T08:29:40Z,1253,
$TSLA RECORD NUMBERS AND SALES,2021-01-04T08:29:07Z,773,{'basic': 'Bullish'}
