Text,Created,Likes,Sentiment
"$GMGI ready to UPLIST on NASDAQ?
*WATCHLIST 🚨 “ LOW FLOAT ✅

UNDER $7.00 a share! 

I think it’s super close, as the price is under seven dollars a share and they are profitable in this gambling online market we could be in for a humongous movement upwards!

$GMGI gained 898% 🔥ALONE in 2020

Take a look at this company and he will see not only are they growing fast gaining 43% higher revenue growth last quarter, but also profitable for the past 9 Consecutive Quarters!! 

I know the EV sector is hot, but so is the online gambling market $TSLA $NIO $FCEL $PLUG",2021-01-16T17:11:02Z,1281,{'basic': 'Bullish'}
$PLUG,2021-01-16T17:10:03Z,256,
$FCEL JP Morgan downgrades this stock but in the yahoo news link.. it mentioned fuel cell could be a 200-400billion market by 2030.. it’s just a bear trap.. $PLUG $CLNE,2021-01-16T17:08:05Z,4347,{'basic': 'Bullish'}
$PLUG BEARS could you all backup what you all saying.  Show us proof! Bunch of misfits and shenanigans.,2021-01-16T17:03:52Z,270,
"HODL and mute the dumb bears!!! 
 
Know if you hold 1,000 + shares of $PLUG Power then you will get your 100 Bagger in less than 10 years!!! 
 
Aka multi millionaire thanks to the “Peoples CEO“ SUPERDREW aka Andy Marsh!!!",2021-01-16T17:01:57Z,27407,
$PLUG https://finance.yahoo.com/news/plug-power-leading-play-fuel-145107109.html,2021-01-16T17:00:35Z,2062,
"$PLUG $NK $AYTU $TELL $NVIV ,, . Another incredible week with the TEAM Trading crew! Thanks to them, I’m up over 269% (76k) since October. To join, use the 🔗 in my bio! Thank you TT! 😍✅",2021-01-16T16:59:30Z,0,
"Called it on $AITX and am calling it on $OZSC now. Check out the DD on the page and check out the below youtube video with some great info as well. This is a great addition to my others greens $PLUG $FCEL and $HYSR. 

https://www.youtube.com/watch?app=desktop&amp;v=lj4MUfRSA1s",2021-01-16T16:59:11Z,969,{'basic': 'Bullish'}
"$PLUG not in ark funds, and if it were, she would have unplugged at 70.",2021-01-16T16:58:44Z,68,
$CTRM $SUNW $FCEL $BNGO $PLUG 🎯💨💨💨💨💨💨💨💨💨💨🚀,2021-01-16T16:55:34Z,782,{'basic': 'Bullish'}
"$OSTK  $FCEL  $PLUG  $LMND  $NIO  My drycleaner just borrowed money from her parents and some community members to buy calls in these 5 companies. She doesn&#39;t understand the stock market and asked me if all the gains will be tax free. Also she thinks it is like horse racing because she used to bet on that with her father.

How do you think this story will end? Will she have tons of gains to pay off her loan (return of capital) PLUS buy her 3 drycleaning shops?",2021-01-16T16:54:23Z,253,
"$PLUG low volume yesterday, didn’t attempt HOD, made new lows and the. Retracted about 4 pts couldn’t hold and came right back down!

Only thing holding this up before the next move down is that 30 min SMA. If that break premarket we’ll see $54

Wed is Inauguration Day market might be red Tuesday!",2021-01-16T16:52:27Z,803,{'basic': 'Bearish'}
"$plug Power was less than $1 billion 1 year ago!!!  I traded away my 10,000 shares of $aapl pre and post iPhone!!! 
 
Aka just starting... 
 
You OWN MEGATREND S!!!",2021-01-16T16:52:19Z,27416,
"$GMGI $GMGI is awaiting a NASDAQ uplist approval! 😎 Checkout the SOLID FUNDAMENTALS. They not only grew by 43% on last quarters financials but are profitable for the past 9 straight quarters. 

WATCHLIST GMGI , or you may seriously regret it. $GME $DKNG $TSLA $PLUG 
check this out!",2021-01-16T16:52:00Z,2,{'basic': 'Bullish'}
$PLUG I’m 400% plus should i sell a bit and leave the rest long term ?,2021-01-16T16:51:36Z,22,
$OSTK $FCEL $PLUG $LMND $NIO Call holders here are about to lose everything. And the dumbest gamblers of all will do this one thing: KEEP BUYING ON THE WAY DOWN.,2021-01-16T16:50:26Z,253,
"$HYSR 🙌🏻
$PLUG $FCEL $BSRC $JKS",2021-01-14T11:38:10Z,2482,{'basic': 'Bullish'}
"$PLUG 

Biden will make this a power house stock.
This stock is  synonymous with the idea of moving forward in a green way.",2021-01-14T11:37:14Z,83,{'basic': 'Bullish'}
$PLUG Renault is also Nissan and Infiniti and Dacia and others. I wonder how long will it take to count how BIIIIIIGGGGG this contract is...,2021-01-14T11:36:01Z,73,{'basic': 'Bullish'}
$PLUG no panic strong hodl,2021-01-14T11:35:58Z,175,
@wing_trades @Popandlockit go look at $PLUG rsi it’s like 99,2021-01-14T11:35:18Z,485,
$PLUG seems to be unPLUG at the moment.,2021-01-14T11:34:02Z,25,
$PLUG analyst says it will soon hit 78.,2021-01-14T11:32:13Z,0,
$HYSR $BEEM $PLUG BLSP - this company will benefit for sure from Biden stimulus and push to green energy! We began new era! Exciting months and years are coming! Buy this hidden gem before so many will start... huge projects on the way! Amazing CEO with a lot of experience! Check them out possible x50  in a few months! Do your DD and enjoy!,2021-01-14T11:32:11Z,1083,{'basic': 'Bullish'}
$PLUG All you jackases calling for Biden rip you are about to pay way more in Taxes. For you new Millionaires look up AMT tax you are about to have way less then what you think 🤣🤣🤣🤣🤣. Up 3 million in IRA about to start buying property in other countries with proceeds. That&#39;s how your glourious Democrats do it🤣🤣🤣🤣🤣,2021-01-14T11:31:28Z,2704,
$PLUG bulls this morning realizing it&#39;s time to move back to mom&#39;s basement.,2021-01-14T11:30:03Z,416,{'basic': 'Bearish'}
$PLUG,2021-01-14T11:29:38Z,20624,{'basic': 'Bullish'}
$PLUG MMs love Webullers.....never right pre-mkt!,2021-01-14T11:26:42Z,1901,{'basic': 'Bullish'}
$PLUG tutes are eating up all the cheap shares shorty ....🤣🤣🤣 Long &amp; 💪🏽👀🤘🏽,2021-01-14T11:26:38Z,94790,{'basic': 'Bullish'}
$PLUG Renault puts this over $100. Imagine selling before Biden’s inauguration 😂,2021-01-14T11:26:28Z,36,
"@JL92 I’d be careful, especially  if you are a fellow American. Joe is gonna have your testicles in a jar If you bail. $PLUG",2021-01-14T11:26:19Z,94,{'basic': 'Bullish'}
$PLUG  for the moment at least  20% overrated .. to much loss ....for the feature great stock,2021-01-14T11:25:43Z,36,{'basic': 'Bullish'}
"$PLUG has a if run and looks extended $AMCI with only a $400 million market cap and revolutionary technology,
Merger closing in weeks
Much to get excited about 
Better more efficient fuel cells 
Advent tech",2021-01-14T11:24:34Z,1385,
$PLUG For all those asking and waiting for a dip it is time to act.,2021-01-14T11:23:10Z,784,
"$PLUG Why Plug Power&#39;s Lead In Fuel Cell, Hydrogen Space Could Create &#39;Outsized Winner&#39; 1/14/2021 Benzinga",2021-01-14T11:22:55Z,2260,{'basic': 'Bullish'}
$PLUG heading to $50,2021-01-14T11:22:52Z,24,{'basic': 'Bearish'}
$PLUG let it ripen.,2021-01-14T11:22:08Z,151,{'basic': 'Bullish'}
$PLUG Biden... Renault.....chart..,2021-01-14T11:21:45Z,430,{'basic': 'Bullish'}
$PLUG  i bought many shares at 71$ yesterday thinking it will go up 😅 what should I do? Ive seen great news with the Renault Group...,2021-01-14T11:20:53Z,110,
$PLUG Next leg up due by Biden inauguration. Let the bears hv fun today.,2021-01-14T11:19:26Z,77,{'basic': 'Bullish'}
"$PLUG I guess we will have to settle for only being up 23% in 3 days! You bears kill me on this. Save your money and don’t get in front of a
Freight train. The beta is high, thus there will be volatility. But if you seriously look at the recent ventures announced and consider the green landscape of the US in the current democratic house and still think this stock is going down: You need your head checked. WILL BE BUYING MORE",2021-01-14T11:17:36Z,6,{'basic': 'Bullish'}
"$PLUG “We believe with partners such as SK Group and Renault, the company essentially has state-level backing to accelerate hydrogen and fuel cell commercialization in Asia and Europe.&quot;",2021-01-14T11:16:44Z,5204,{'basic': 'Bullish'}
"$PLUG I sold at 8 dollars in June, not selling again assholes",2021-01-14T11:16:10Z,366,
$PLUG “The Plug Power Analyst: Analyst Amit Dayal maintained a Buy rating on Plug Power and increased the price target from $60 to $85.” Yep keep shorting!,2021-01-14T11:15:01Z,5204,{'basic': 'Bullish'}
$PLUG time to add more on this dip! EOM $80/s,2021-01-14T11:14:45Z,23,{'basic': 'Bullish'}
$PLUG I love moronic bears!!!,2021-01-14T11:14:31Z,1895,{'basic': 'Bullish'}
$PLUG I remain highly bullish since $8. I see a dip coming before next leg up. Load up heavy!!!,2021-01-12T11:10:13Z,122,{'basic': 'Bullish'}
"$PECK Good morning 😃☕️ small recap: our market cap is only 60M so far. At $100 our market cap will be just 500M, progress and new major financing by bonds will make that happen instantly. Money is money 💰 $PLUG $ICLN $SPY",2021-01-12T11:08:35Z,555,{'basic': 'Bullish'}
"Buy Ballard Stock Because 2021 Could Be Big For Hydrogen Technologies  $BLDP $NKLA $CMI $PLUG 

https://newsfilter.io/a/025f9860df401053f6dcd2860552eec6",2021-01-12T11:02:16Z,531,
$PLUG !!,2021-01-12T11:00:52Z,58418,{'basic': 'Bullish'}
$PLUG 5 Stocks Robinhood Investors Can&#39;t Stop Buying http://dlvr.it/RqPY7S,2021-01-12T10:59:02Z,3,
$SPI  $SUNW $PLUG $JE,2021-01-12T10:49:08Z,448,
$PLUG we looking damn good today,2021-01-12T10:43:20Z,354,{'basic': 'Bullish'}
PlugPower $PLUG BidaskScore is Increased to StronglyBought https://bidaskclub.com/news/company/2021-01-11/PLUG,2021-01-12T10:29:05Z,1011,
$FCEL $PLUG 💚💙☕️GM! 🤙🏻,2021-01-12T10:28:05Z,3415,{'basic': 'Bullish'}
"$HYSR Japan and EU race to develop green #hydrogen  https://twitter.com/william_sw/status/1348679935687348224?s=20

$BE $PLUG $NKLA",2021-01-12T10:26:44Z,2644,
$FCEL fundamentals don&#39;t support elevated premium. $BE $PLUG https://bit.ly/38AOnKx,2021-01-12T10:23:12Z,294,{'basic': 'Bearish'}
@bigblue4 ... explain how $PLUG posters are to &quot;Lets keep it going&quot;,2021-01-12T10:16:36Z,8231,
"$PLUG Cummins $CMI Wants to Be a Hydrogen-Fuel Player.  
It Has a Skeptical Audience.  
- Barron&#39;s - Al Root - Nov. 17, 2020 
https://www.barrons.com/articles/cummins-wants-to-be-a-hydrogen-fuel-player-it-has-a-skeptical-audience-51605637821",2021-01-12T10:15:36Z,918,
Plug Power – Kursexplosion für massive Kapitalerhöhung genutzt https://www.hzwei.info/blog/2021/01/11/plug-power-kursexplosion-fuer-massive-kapitalerhoehung-genutzt/ $Plug #Wasserstoff #Brennstoffzellen,2021-01-12T10:12:55Z,0,
"$PLUG @calv @Troutter @FraudBuster @Arghhhh @Ancient_Warrior @t_john1955 @dennismccain @oldrailer  
Stock Charts - &quot;RUNAWAY GAPS&quot;  
This gap type occurs in the middle of a trend, showing the urgency of the market to join the fast-moving trend. Runaway gaps propel the trend. Hence, they offer fantastic opportunities to join the trend as it continues. 
First, if a runaway gap is valid, the trend will continue unambiguously. Hence, if the trade works out, the market should not fill the gap any time soon. This observation gives us a simple yet reliable method to set a stop-loss order – at the opposite end of the gap. 
Next, a runaway gap tends to form in the middle of a trend. This means that you can use the trending movement before the gap to project price targets. For this reason, a runaway gap is also known as a measuring gap. 
Now, let’s encapsulate these concepts into practical guidelines for trading runaway gaps. 
https://www.tradingsetupsreview.com/trading-continuation-with-runaway-gaps/",2021-01-12T10:09:39Z,922,
"$STPK $PLUG $NIO $BLNK

STPK Energy -  Increasing focus on climate change initiatives and reducing our carbon footprint!!!!!

$100 - Citron price target",2021-01-12T10:02:15Z,2954,{'basic': 'Bullish'}
" MBTN.SW , customers will soon have a choice to buy non-Chinese and fairly manufactured highest quality solar modules from 
@meyerburger
, a Swiss based European leader. Sales of modules starts in Q2 2021. Chinese Solar Companies Tied to Use of Forced Labor https://twitter.com/GunterErfurt/status/1347670837189611523?s=20

$SUNW $PLUG $FSLR",2021-01-12T10:02:05Z,2642,{'basic': 'Bullish'}
$PLUG Lets keep it going,2021-01-12T09:59:11Z,355,{'basic': 'Bullish'}
"$PLUG @jhm212 @Angie2499 @calv @FraudBuster @oldrailer  
@johnnythehammer  
Microsoft $MSFT Claims a First in Hydrogen-Fueled Data Center Test - it was able to power a row of servers with a 250kW hydrogen fuel cell system for 48 hours - Jul 28, 2020 - Part 1 of 2 - 
&quot; ... committ[ed] to replace diesel generators that provide backup power for its data centers with a greener technology by 2030, the same year it aims to become “carbon-negative” – MSFT claimed a breakthrough ... to finding that replacement technology. 
 
&quot; ... testing conducted by Microsoft engineers - a 250kW hydrogen fuel cell system powered a row of server racks for 48 hours straight, something the company says has never been done before. 
They were “intrigued,” since the demo used an automotive fuel cell, and automotive fuel cells behave much like diesel generators do, he explained. “It can turn on quickly. It can be ready for a full load within seconds. You can floor it, let it off, let it idle.” 
https://www.datacenterknowledge.com/microsoft/microsoft-claims-first-hydrogen-fueled-data-center-test",2021-01-12T09:58:18Z,922,
"$PLUG $PLTR $WYY $ETH.X 
📈🤑",2021-01-12T09:50:51Z,15,{'basic': 'Bullish'}
$ENG $OEG $OPTT $FCEL $PLUG cant sleep anymore. 👀,2021-01-12T09:44:02Z,5053,{'basic': 'Bullish'}
$GEVO 🆙 we go $FCEL $PLUG $HYSR,2021-01-12T09:42:41Z,2482,{'basic': 'Bullish'}
"$FCEL $PLUG $GEVO 
https://www.youtube.com/watch?v=tWlDhU6jZb8&amp;t=244s&amp;ab_channel=ARMYOFSTOCKS
Join to A TRUE WINNER IN THE STOCK MARKET
check out my moves in the stock market and subscribe for profitable updates
https://www.youtube.com/channel/UCLxkjUeQqCxOkWN6VdwMuWQ/videos?sub_confirmation=1",2021-01-12T09:32:58Z,24,
$PLUG needs $60,2021-01-12T09:32:26Z,119,{'basic': 'Bearish'}
"👊Top 5 Trending Tickers on Twitter, Discord, StockTwits and Yahoo! message boards🚨 
 
1. $DGLY
2. $PLUG
3. $TSLA
4. $SPY
5. $BTCUSD
 
 
💡Happy Trading!🔮",2021-01-12T09:23:05Z,11,{'basic': 'Bullish'}
$PLUG is this good time to get in now ?,2021-01-12T09:09:54Z,13,
"$PLUG PLUG 2021-01-11 Options Analysis Video: 
https://www.youtube.com/watch?v=7uc3qLh_G0s",2021-01-12T09:07:19Z,31,
"$XPEV Plug power got 1.5 bill from Korea went up 17 in 2 days xpev got 2 bill usd hmmm wonder where this will end up cover up 
$PLUG $NIO $XPEV $TSLA $LI  🚀🚀",2021-01-12T09:05:05Z,334,{'basic': 'Bullish'}
"$PLUG futures are slightly green as markets pause for breath 🤔

https://www.investing.com/news/stock-market-news/european-stocks-mixed-pausing-for-breath-after-gains-2386330

.",2021-01-12T09:00:48Z,34190,
$MOTNF Clean Power Capital ... why is this still unknown??? 🆙 25% $HYSR $FCEL $AFGYF $PLUG,2021-01-12T08:46:21Z,2482,{'basic': 'Bullish'}
"$PLUG Power Longs Bulls Kongstrong GORILLAS et al need to join Bobby Morgan’s facebook page !!! 
 
Bobby is crushing it on due diligence, access, work and rock solid information!!! 
 
S Korea alone is building 1,200 Hydrogen Stations is just a teaser!!!",2021-01-08T21:02:48Z,27451,
$PLUG Great week longs! Enjoy your weekend everyone!,2021-01-08T21:02:11Z,14629,{'basic': 'Bullish'}
"$PLUG $JMIA $SPY $MARA lets goooooo, i made a paycheck today",2021-01-08T21:01:59Z,1040,{'basic': 'Bullish'}
"$FCEL added right before market close, let&#39;s hope for some good over the weekend news. Can&#39;t forget about $PLUG also, announce something!!",2021-01-08T21:01:53Z,771,{'basic': 'Bullish'}
$PLUG expect this billion dollar industry to continue to take off,2021-01-08T21:01:51Z,7,{'basic': 'Bullish'}
"$PLUG what a week, what a 🔥 two days ! Hold for that incoming $100",2021-01-08T21:01:23Z,221,{'basic': 'Bullish'}
$PLUG AH price movement the next few hours should be real interesting,2021-01-08T21:01:03Z,771,{'basic': 'Bullish'}
$PLUG Time to ride after-hours!,2021-01-08T21:01:00Z,0,{'basic': 'Bullish'}
$PLUG what a strong day,2021-01-08T21:00:55Z,362,{'basic': 'Bullish'}
"$FCEL $PLUG - not bad for a Friday 💁🏻‍♀️ Great week, y’all. See ya Monday",2021-01-08T21:00:16Z,1850,{'basic': 'Bullish'}
"Large Print $PLUG Size: 588360 Price: 53.775 Time: 1600 Amount: $31,639,059.00",2021-01-08T21:00:01Z,114,
$PLUG pre-post market is where the action is...,2021-01-08T20:59:36Z,41,
$TSLA $NIO $PLUG what a bubble 🤣. I love Elon but this thing will crash like the dotcom bubble,2021-01-08T20:59:16Z,221,
$PLUG buy opportunity long 🚀🚀🚀♥️,2021-01-08T20:59:03Z,16275,{'basic': 'Bullish'}
"@RoStock 

I have been in plenty of penny’s where people like you said the same $FCEL $PLUG 
And yes even $ACB 
Look at them now!😎",2021-01-08T20:59:03Z,22043,{'basic': 'Bullish'}
"$PLUG 

It’s been a wild ride from 16$. I’m out.

Moving a quarter of the gains into $WKHS and keeping 75% cash, will re-enter here on the pullback.

Considering putting some into $BLDP as well when it retraces.

$FCEL exited at 14$, slightly early but the run from 2$ was awesome. Not planning to re-enter FCEL

Ballard makes the PEM inside many of PLUGs commercial systems like Gendrive.

Good luck bulls, PLUG treated me very, very well. 

I’ve found a new horse though.",2021-01-08T20:58:08Z,1707,{'basic': 'Bullish'}
$PLUG Take profits while they still exist.,2021-01-08T20:58:07Z,250,
$PLUG once again so glad I moved all my profits from plug into  $HYSR. I said it a few times that $HYSR would run after plug and it is running hard!,2021-01-08T20:57:44Z,16,
$PLUG is $TSLA of hydrogen .💰💰💰💰💰💰💰🚀🚀🚀🚀🚀🚀🚀,2021-01-08T20:57:26Z,2948,{'basic': 'Bullish'}
$PLUG every time again and again the same story.....Blind zombies and FOMOs are crying after.....Good Luck!,2021-01-08T20:56:06Z,770,{'basic': 'Bearish'}
$PLUG 54$ closed..?,2021-01-08T20:55:56Z,4,{'basic': 'Bullish'}
"$PLUG 

SK’s investment is massive.  Simply massive.  Can you say the word validation?   😎

Plug Power: Massive $1.5 Billion SK Group Investment Validates Strategic Transformation Efforts https://seekingalpha.com/article/4397749-plug-power-massive-1_5-billion-sk-group-investment-validates-strategic-transformation-efforts",2021-01-08T20:55:51Z,10989,{'basic': 'Bullish'}
"$PLUG one of my tried and true the last several months, not being tempted to take profits on things that are working",2021-01-08T20:55:00Z,17498,
"$PLUG The best part about this stock, when it crash all the bulls will be clueless.",2021-01-08T20:54:47Z,0,{'basic': 'Bearish'}
gaps are scary $PLUG,2021-01-08T20:54:30Z,4926,
In $PLUG we trust.,2021-01-08T20:54:14Z,58,{'basic': 'Bullish'}
$PLUG $54 dolla close and a gap up Monday pre-mkt!,2021-01-08T20:53:17Z,4664,{'basic': 'Bullish'}
This has been a monster $PLUG,2021-01-08T20:52:27Z,71697,
$PLUG has an average volume of 36864600. This is a good sign as it is always nice to have a liquid stock. https://www.chartmill.com/stock/quote/PLUG/technical-analysis?key=ecb7b73b-a505-4f80-8b3d-3dbc152aa8f3&amp;utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=PLUG&amp;utm_campaign=social_tracking,2021-01-08T20:52:00Z,32,
"$PLUG I think dips below 50 next week (will buy more) but back into 50’s for good not long after, and then it’s up from there",2021-01-08T20:52:00Z,36,{'basic': 'Bullish'}
$PLUG Setting up nicely,2021-01-06T17:30:31Z,1205,{'basic': 'Bullish'}
$PLUG oh shit I need to divorce my wife before she hits 40,2021-01-06T17:29:48Z,87,
$PLUG 40 💰💰🙏🏻,2021-01-06T17:29:44Z,496,{'basic': 'Bullish'}
$PLUG CNBC Jon Najarian just mentioned PLUG &amp; FCEL said he owns and buying for future. Nice to see a positive view on Plugmania.,2021-01-06T17:29:44Z,155,{'basic': 'Bullish'}
$PLUG So do we hit the year high today?,2021-01-06T17:28:58Z,413,
$FCEL back up and hard! .. $25 is not far.. will catch $PLUG also!,2021-01-06T17:28:44Z,438,{'basic': 'Bullish'}
$PLUG  Weekly $40 lottos,2021-01-06T17:28:37Z,4010,
$PLUG ,2021-01-06T17:27:53Z,2411,{'basic': 'Bullish'}
"Steve Weiss and Pete Najarian are pumping clean energy on CNBC 🤝 

$NGA $WKHS $PLUG $SBE $VWDRY",2021-01-06T17:27:42Z,3446,{'basic': 'Bullish'}
$PLUG - Upcoming quarterly report is on 4th of March 2021. Sound overlap event triggered for Plug Power: Triple…,2021-01-06T17:26:32Z,28,
"$HYSR Next generation hydrogen!! 

$PLUG $FCEL $SOL",2021-01-06T17:24:04Z,2482,{'basic': 'Bullish'}
"$PLUG 

Yeaaaaaa Babeeee!  This is gonna be YUUUUUGE.  Goodbye Orange Man, hello Biden!",2021-01-06T17:23:12Z,2411,
$PLUG could we hit ATH today?,2021-01-06T17:22:48Z,1843,
"$GEVO $FCEL $PLUG $IEA such strong names ....all great ones into 2021.

GEVO 5++ will eventually come

FCEL lot of hype on this name but data shows hydrogen fuel cell companies will be big for the time to come...so I only suspect fcel to move higher

PLUG Easy long play....energy name will be 40-50++ again soon, buy the consolation dips imo, similar stance with SBE 

IEA...undervalued energy name, breaking 52 week highs, will only go higher, 1.5 billion revenues and half a billion market cap.....it’ll be a much higher price into 2021. 

Excited for what 2021 will bring us!! Lot of opportunities!",2021-01-06T17:22:25Z,1905,
$PLUG HEY YALL. Schumer will take Mitch’s job.  Omg Huge hydrogen money coming in!!   Schumer be talking about Plug for world to see!!,2021-01-06T17:21:06Z,10696,
$PLUG 40 is next,2021-01-06T17:20:08Z,16,{'basic': 'Bullish'}
$PLUG I will be voting democrat for look life. 🤑😆,2021-01-06T17:18:44Z,2808,{'basic': 'Bullish'}
"If Fat Nixon had recommended hydrogen stocks inside of Lysol shots he might still be President...pass it on 

$plug $fcel",2021-01-06T17:18:02Z,83910,
$PLUG traded plug back when it was $3. Regretfully sold it back then (dumbest decision of my life). Got back in recently after researching more. Waiting to my $100 pt now.,2021-01-06T17:17:20Z,710,{'basic': 'Bullish'}
Running $PLUG,2021-01-06T17:17:13Z,71697,
$PLUG EOW Price targets?,2021-01-06T17:15:13Z,402,{'basic': 'Bullish'}
$PLUG left a chunk on the table this morning dang,2021-01-06T17:15:03Z,171,{'basic': 'Bullish'}
$PLUG wowww plug,2021-01-06T17:14:59Z,6208,
$QCLN My March calls are up almost 300% . 🔥🔥🎯 Clean energy for the win. $PLUG $ICLN,2021-01-06T17:14:20Z,1876,{'basic': 'Bullish'}
"$CLSK When I first found this in July I had just missed out on the initial big run of $PLUG by selling way too early, and I said to myself &quot;this is the next PLUG, I&#39;m gonna load up on CLSK and not make the same mistake&quot;. I did it, and this is the stock that gave me confidence in long positions, still here with a 4.20 avg. This did grow just like PLUG, and today has even surpassed it. My best play since I started trading in April. Thank you CleanSpark.",2021-01-06T17:09:22Z,2500,{'basic': 'Bullish'}
"$ENKS $HYSR $FCEL $PLUG $BSRC  
$BSRC  looks good. I loaded more on the dip.",2021-01-06T17:07:09Z,589,
"$PECK Renewable energy investors, “PECK&quot; just acquired iSun Energy(EV charging and parking carport and solar bench). We may see 600% run, Price Target $50 ~$70 from $10~11 now. ISUN (PECK SOLAR) will be providing 500K EV charging stations across North America 
$GEVO, $CLSK, $SUNW,  $PLUG",2021-01-06T17:06:40Z,111,{'basic': 'Bullish'}
"$BSRC i added on this dips. With Biden, these green/renewable energy such as $FCEL $HYSR $PLUG $ENKS should see a run",2021-01-06T17:05:30Z,7488,
$PLUG Can this still make 500% in 2021 ?,2021-01-06T17:03:51Z,552,{'basic': 'Bullish'}
"$FCEL $PLUG  Additional great Hydrogen play: 
$AMCI and $HTOO. Both are so undervalued! 🍀🍀🍀💰💰💰🚀🚀🚀",2021-01-06T17:00:07Z,262,
$PLUG 💪🏽👀🤘🏽,2021-01-04T08:50:38Z,94803,{'basic': 'Bullish'}
$PLUG 6.5% up in German market,2021-01-04T08:05:33Z,315,{'basic': 'Bullish'}
"$PLUG quick question: If I sell any stock or get any income today Jan 1-15  2021. Will they still be tax in my 2020 tax filing , or 2021 tax filling?  Thanks.",2021-01-04T07:56:41Z,1922,
$PLUG  good start for 2021,2021-01-04T07:49:25Z,64,{'basic': 'Bullish'}
"$PLUG $FCEL $GEVO https://blog.taxact.com/capital-gains-tax-apply/#:~:text=You%20should%20generally%20pay%20the,year%20for%20the%20fourth%20quarter.",2021-01-04T07:40:35Z,1922,
How to trade Plug Power $PLUG With Risk Controls https://tinyurl.com/yc2o68b5,2021-01-04T07:30:06Z,0,
$PLUG 6% up in Germany . Beast!,2021-01-04T07:27:06Z,267,
"$PLUG futures are steadily moving higher overnight. Gold pushing up, oil up . 🤔

https://www.investing.com/news/stock-market-news/european-stock-futures-higher-vaccine-rollout-eyed-2378953

.",2021-01-04T07:26:41Z,34199,
$FCEL $PLUG $BE $BLDP $AMCI,2021-01-04T06:52:13Z,1731,
"SmartOptions® Unusual Activity Alert
(Delayed)

$PLUG $40 Puts
01/15/2021 Exp

Trade Volume: 1,100 Contracts

$1,032,900 was traded now.

Current Stock Price: $31.21

Trade Type: Split

Follow the Money &amp; Trade Options with Our SmartOptions® Artificial Intelligence.
https://www.smartoptions.ai",2021-01-04T06:30:33Z,150,{'basic': 'Bearish'}
$PLUG pt tomorrow ?,2021-01-04T06:27:04Z,38,
